;Ano_de_Fabricacion;Tasacion_millones;Marca_encoded;Numero_asientos;Monto_Total_miles;Numero_Cuota_Permiso
8107;2014;2;19;4;0;0
8108;2022;7;74;2;1;0
8109;2014;5;54;5;1;0
8110;2005;2;113;5;0;0
8111;2012;3;54;5;0;0
8112;2011;10;124;5;1;1
8113;2010;2;19;5;0;0
8114;2020;7;32;5;1;0
8115;2016;5;71;5;1;0
8116;2006;3;84;5;0;0
8117;2014;2;19;2;0;0
8118;2021;12;21;5;2;0
8119;2020;6;74;5;1;0
8120;2011;5;88;5;1;0
8121;2020;13;54;5;1;1
8122;2017;5;54;5;1;0
8123;2023;14;63;7;3;0
8124;2022;11;5;5;2;0
8125;2023;1;126;1;0;0
8126;2020;14;84;5;1;1
8127;2017;11;88;5;2;0
8128;2012;5;123;5;1;0
8129;2016;3;19;4;0;1
8130;2014;4;95;2;0;0
8131;2018;5;59;4;1;0
8132;2007;2;116;5;0;0
8133;2012;5;19;5;0;1
8134;2022;9;32;5;1;1
8135;2008;6;85;5;1;0
8136;2011;3;91;2;0;1
8137;2013;2;113;5;0;0
8138;2021;7;86;5;1;0
8139;2014;3;41;4;0;0
8140;2010;3;54;5;0;0
8141;2009;2;113;5;0;0
8142;2023;11;83;2;2;0
8143;1998;1;54;5;0;0
8144;2014;7;91;5;1;0
8145;2014;5;95;5;0;0
8146;2021;10;39;5;1;1
8147;2016;4;91;4;0;0
8148;2019;7;19;5;1;0
8149;2019;14;19;5;3;0
8150;2022;12;39;5;2;0
8151;2023;25;89;2;7;0
8152;2019;8;113;5;1;0
8153;2022;7;19;4;1;0
8154;2015;5;42;5;1;0
8155;2023;9;59;5;1;0
8156;2014;6;88;5;1;0
8157;2019;5;127;5;1;0
8158;2022;8;32;5;1;1
8159;2014;6;19;4;1;0
8160;2019;6;19;5;1;0
8161;2022;7;86;5;1;1
8162;2020;9;86;5;1;0
8163;2019;10;81;5;1;1
8164;2011;2;19;4;0;0
8165;2004;2;71;2;0;0
8166;2022;16;54;3;4;0
8167;1995;1;91;4;0;0
8168;2021;24;111;4;3;1
8169;2022;9;116;4;2;0
8170;2017;10;109;5;2;0
8171;2019;8;113;5;1;0
8172;2021;8;54;5;1;0
8173;2000;1;50;5;0;0
8174;2022;7;54;5;1;0
8175;2018;5;59;5;0;1
8176;2024;9;19;2;1;1
8177;2007;2;113;4;0;0
8178;2016;5;19;4;1;0
8179;2015;2;50;1;0;0
8180;2013;3;91;4;0;0
8181;2021;23;71;5;6;0
8182;2014;3;19;4;0;0
8183;2002;1;19;4;0;0
8184;2019;11;84;5;2;0
8185;2021;14;91;5;3;0
8186;2007;2;54;5;0;0
8187;2019;9;54;5;1;0
8188;2018;5;113;4;1;0
8189;2007;4;71;8;0;0
8190;2021;9;32;5;1;1
8191;2021;6;86;5;1;0
8192;2022;11;83;2;2;0
8193;2017;5;19;5;1;0
8194;2016;7;54;5;0;1
8195;2006;2;91;2;0;0
8196;2021;10;86;5;1;1
8197;2016;6;71;5;1;0
8198;2016;8;19;7;1;0
8199;2013;2;59;5;0;0
8200;2019;7;71;5;0;1
8201;2014;4;54;5;0;0
8202;2021;6;36;5;0;1
8203;2012;3;21;5;0;0
8204;1998;1;91;5;0;0
8205;2006;2;91;3;0;0
8206;2022;13;59;7;1;1
8207;2007;5;50;5;1;0
8208;2021;7;86;5;1;0
8209;1998;1;23;5;0;0
8210;2019;10;54;5;2;0
8211;2017;4;71;4;0;0
8212;2021;17;88;5;4;0
8213;2020;1;113;2;0;0
8214;2021;7;86;5;1;0
8215;2013;4;81;5;0;0
8216;2024;13;30;5;1;1
8217;2023;12;128;4;2;0
8218;2014;4;95;4;0;0
8219;1999;1;19;4;0;0
8220;1995;1;116;5;0;0
8221;2004;2;116;3;0;0
8222;2020;9;18;5;1;0
8223;2018;3;8;2;0;0
8224;2013;6;54;5;1;0
8225;2016;6;54;5;0;1
8226;2023;8;19;5;1;1
8227;2013;4;116;5;0;0
8228;2023;12;97;5;1;1
8229;2017;5;54;5;1;0
8230;2000;1;54;4;0;0
8231;2022;9;59;5;2;0
8232;2007;2;95;5;0;0
8233;2019;5;54;5;1;0
8234;2010;2;79;5;0;0
8235;2017;5;113;2;1;0
8236;2021;9;83;5;1;0
8237;2000;1;19;4;0;0
8238;2022;1;126;2;0;0
8239;1995;1;91;5;0;0
8240;2023;11;86;5;2;0
8241;2023;10;39;3;2;0
8242;2023;9;54;5;1;0
8243;2022;24;116;5;7;0
8244;2020;9;18;5;1;0
8245;2018;4;32;4;0;0
8246;2022;4;126;2;0;0
8247;2019;3;113;4;0;0
8248;2019;12;54;5;1;1
8249;2017;5;32;5;1;0
8250;2013;4;81;4;0;0
8251;2013;6;88;4;1;0
8252;2016;4;113;5;0;0
8253;2013;5;31;3;1;0
8254;2022;7;19;4;1;1
8255;2001;2;116;5;0;0
8256;2023;8;38;5;1;0
8257;2022;9;18;5;1;1
8258;2009;2;71;5;0;1
8259;2010;2;19;3;0;0
8260;2014;4;86;5;0;1
8261;2016;5;21;3;1;0
8262;2012;11;85;5;1;1
8263;2021;11;19;4;1;1
8264;2018;13;88;5;1;1
8265;2019;4;19;5;0;0
8266;2016;8;54;3;1;0
8267;2019;5;54;4;0;1
8268;2021;1;7;1;0;0
8269;2012;3;68;1;0;0
8270;2022;10;86;5;2;0
8271;2022;9;113;5;1;0
8272;2018;5;113;7;1;0
8273;2020;2;126;1;0;0
8274;2016;7;109;3;1;0
8275;2020;5;5;5;1;0
8276;2022;1;126;1;0;0
8277;2019;11;81;7;2;0
8278;2022;1;50;2;0;0
8279;2016;8;91;5;1;0
8280;2021;2;50;1;0;0
8281;2021;9;18;5;1;0
8282;2012;5;91;5;1;0
8283;2024;18;83;10;2;1
8284;2018;2;126;2;0;0
8285;2015;8;50;4;1;0
8286;2014;4;54;5;0;0
8287;2006;2;21;5;0;0
8288;2010;4;91;4;0;0
8289;2010;5;62;5;1;0
8290;2014;5;116;4;1;0
8291;2002;2;116;5;0;0
8292;2022;11;5;5;2;0
8293;2004;3;113;4;0;0
8294;2023;12;42;4;1;1
8295;2018;5;32;4;1;0
8296;2024;16;54;5;2;1
8297;2020;7;16;7;1;0
8298;2013;6;19;5;1;0
8299;2014;4;19;5;0;0
8300;2021;27;19;5;4;1
8301;2019;8;30;4;1;0
8302;2015;0;112;2;0;1
8303;2023;2;122;2;0;0
8304;2017;5;113;2;1;0
8305;2005;2;54;5;0;0
8306;2018;4;16;7;0;0
8307;2022;8;81;5;1;0
8308;2013;3;116;5;0;0
8309;2017;5;37;5;1;0
8310;2011;2;19;5;0;0
8311;2017;8;50;5;1;0
8312;2022;10;85;5;2;0
8313;2022;5;113;5;1;0
8314;2017;9;54;5;1;1
8315;2013;4;54;4;0;0
8316;2009;7;3;5;1;0
8317;2004;2;111;5;0;0
8318;2007;2;91;5;0;0
8319;2025;17;16;5;2;1
8320;1994;1;19;4;0;1
8321;2023;11;11;5;2;0
8322;2003;2;91;5;0;0
8323;2021;12;83;4;1;1
8324;2014;6;54;4;1;0
8325;2011;4;19;7;0;0
8326;2012;3;91;4;0;0
8327;1999;1;19;5;0;0
8328;2017;4;59;5;0;0
8329;2014;3;103;5;0;0
8330;2021;1;80;1;0;0
8331;2018;6;71;5;1;0
8332;2019;7;99;5;1;0
8333;2005;2;54;5;0;1
8334;2024;12;59;5;2;0
8335;2018;7;95;4;1;0
8336;2024;12;93;5;3;0
8337;2019;9;95;2;1;0
8338;2018;6;16;5;1;0
8339;2018;5;54;5;1;0
8340;2017;5;54;5;1;0
8341;2023;12;127;5;2;0
8342;2019;9;50;5;1;0
8343;2020;7;86;5;1;0
8344;2010;2;19;5;0;0
8345;2002;1;19;5;0;1
8346;2018;6;16;5;0;1
8347;2019;12;81;5;2;0
8348;2017;8;54;5;1;0
8349;2025;18;88;5;4;0
8350;2014;12;62;5;2;0
8351;2017;3;35;2;0;0
8352;2021;12;71;5;1;1
8353;2020;6;32;5;1;0
8354;2015;4;84;5;0;0
8355;2024;14;41;5;3;0
8356;2016;7;109;5;1;0
8357;2021;7;86;5;1;0
8358;2017;4;59;4;0;0
8359;2020;12;88;5;1;1
8360;2014;3;19;5;0;0
8361;1996;1;94;5;0;0
8362;2007;2;71;5;0;1
8363;2017;9;54;5;1;0
8364;2022;10;19;5;1;1
8365;2008;2;54;5;0;0
8366;2004;2;116;4;0;0
8367;2000;1;19;5;0;0
8368;2024;10;66;5;1;1
8369;2014;5;84;5;0;0
8370;2023;8;126;1;1;0
8371;2024;13;16;5;1;1
8372;2003;2;19;5;0;0
8373;2020;3;126;1;0;0
8374;2009;4;109;5;0;0
8375;2005;2;71;4;0;0
8376;2022;23;85;5;3;1
8377;2009;4;87;4;0;0
8378;2017;7;95;5;1;0
8379;2017;11;50;4;2;0
8380;2019;13;54;5;1;1
8381;2021;13;88;5;3;0
8382;2017;5;99;5;1;0
8383;2023;21;88;5;5;0
8384;2025;2;113;2;0;0
8385;2012;3;19;4;0;0
8386;2006;1;19;5;0;0
8387;2012;2;19;3;0;0
8388;2022;5;67;3;1;0
8389;2019;4;16;2;0;0
8390;2023;12;41;4;3;0
8391;2012;5;54;5;1;0
8392;2013;2;16;4;0;0
8393;2013;5;54;2;1;0
8394;2005;2;113;5;0;0
8395;2005;4;54;5;0;0
8396;2023;13;59;5;1;1
8397;2017;5;91;4;1;0
8398;2008;4;62;5;0;0
8399;2001;1;19;5;0;0
8400;2014;2;19;2;0;0
8401;2020;12;95;5;1;1
8402;2017;4;113;5;0;0
8403;2021;6;113;5;1;0
8404;2015;8;50;4;1;0
8405;2016;3;32;4;0;0
8406;2012;6;54;5;1;0
8407;2014;3;42;5;0;0
8408;2013;2;19;2;0;0
8409;2018;4;54;5;0;0
8410;2022;14;59;5;3;0
8411;2022;10;59;5;1;1
8412;2010;2;91;5;0;0
8413;2023;8;74;2;1;0
8414;1998;1;54;4;0;0
8415;2013;5;54;5;1;0
8416;2024;11;86;5;2;0
8417;1999;1;111;5;0;1
8418;2013;4;91;5;0;0
8419;2014;6;88;5;1;0
8420;2019;7;113;7;1;0
8421;2022;10;21;5;2;0
8422;2017;9;111;5;1;0
8423;2016;3;32;5;0;0
8424;2025;102;85;2;42;0
8425;2001;1;91;4;0;0
8426;2009;4;99;5;0;0
8427;2019;4;50;1;0;0
8428;2010;2;91;5;0;0
8429;2015;0;80;1;0;0
8430;2019;1;126;2;0;0
8431;2023;12;42;5;3;0
8432;2015;5;19;3;1;0
8433;2022;13;63;7;3;0
8434;2020;5;28;5;1;0
8435;2014;2;44;2;0;0
8436;2019;5;86;5;1;0
8437;2015;3;19;5;0;0
8438;2013;4;54;5;0;0
8439;2018;6;59;4;1;0
8440;2013;7;54;5;1;1
8441;2004;2;20;5;0;0
8442;2023;19;109;4;2;1
8443;2022;7;11;2;1;0
8444;2021;1;45;2;0;0
8445;2014;5;37;5;1;0
8446;2021;1;50;1;0;0
8447;2017;9;54;4;1;0
8448;2018;5;99;5;1;0
8449;2016;2;126;2;0;0
8450;2015;3;19;5;0;0
8451;2021;9;18;5;1;1
8452;2020;12;62;5;2;0
8453;2022;15;109;5;3;0
8454;2017;4;32;5;0;0
8455;2016;2;40;3;0;0
8456;2020;15;111;5;2;1
8457;2008;2;54;4;0;0
8458;2007;2;116;5;0;0
8459;2011;3;103;5;0;0
8460;2013;3;103;5;0;0
8461;2004;2;113;2;0;0
8462;2006;3;54;5;0;0
8463;2015;5;36;2;1;0
8464;2004;2;54;5;0;0
8465;2023;14;16;2;3;0
8466;2016;3;19;4;0;0
8467;2022;8;74;5;1;1
8468;1996;1;111;5;0;0
8469;2022;10;116;5;2;0
8470;2013;3;71;5;0;0
8471;2021;6;19;2;1;0
8472;2014;4;59;7;0;0
8473;2007;2;91;2;0;0
8474;2016;5;19;5;0;1
8475;2013;2;12;4;0;0
8476;2016;4;36;2;0;0
8477;2006;1;113;5;0;0
8478;2018;5;54;5;1;0
8479;2017;4;16;2;0;0
8480;2012;5;109;5;1;0
8481;2011;2;132;5;0;0
8482;2013;3;113;5;0;0
8483;2014;2;79;4;0;0
8484;2019;5;42;5;1;0
8485;2018;5;54;4;1;0
8486;2007;2;116;4;0;0
8487;2016;8;8;5;1;0
8488;2022;12;59;5;3;0
8489;2018;4;54;5;0;1
8490;2024;18;84;5;2;1
8491;2003;1;19;4;0;1
8492;2014;3;54;4;0;0
8493;2018;3;32;5;0;0
8494;2023;1;126;1;0;0
8495;2019;5;123;5;1;0
8496;2020;7;95;5;1;0
8497;2005;2;113;5;0;0
8498;2017;4;86;5;0;0
8499;2015;5;81;4;1;0
8500;2016;8;21;5;1;0
8501;2022;8;32;5;1;0
8502;2012;2;19;4;0;0
8503;2017;6;71;5;1;0
8504;2012;4;116;5;0;0
8505;2019;6;86;5;0;1
8506;2023;11;18;5;2;0
8507;2007;2;54;5;0;0
8508;2005;2;19;4;0;0
8509;2021;6;74;2;1;0
8510;2022;2;6;1;0;0
8511;2022;1;50;2;0;0
8512;2021;2;50;1;0;0
8513;2015;4;42;5;0;0
8514;2018;4;42;5;0;0
8515;2012;5;88;5;1;0
8516;2023;11;59;5;1;1
8517;2015;5;81;7;1;0
8518;2021;13;54;5;1;1
8519;2015;3;71;5;0;0
8520;2017;6;54;4;1;0
8521;2022;6;19;5;1;0
8522;2020;4;126;2;0;0
8523;2018;7;95;5;1;0
8524;2016;5;81;8;1;0
8525;2017;6;71;5;1;0
8526;2011;2;19;5;0;0
8527;2016;5;95;5;0;1
8528;2013;4;81;5;0;0
8529;2022;9;113;5;1;0
8530;2013;2;16;5;0;0
8531;2014;6;85;2;0;1
8532;2023;9;59;5;1;0
8533;2004;2;116;4;0;0
8534;2015;5;91;5;1;0
8535;2017;12;50;5;2;0
8536;2024;18;49;5;4;0
8537;2021;19;83;2;1;0
8538;2015;12;85;5;2;0
8539;2022;14;88;5;1;1
8540;2012;4;54;5;0;0
8541;2022;8;59;5;1;0
8542;2014;11;85;5;2;0
8543;2019;12;54;2;2;0
8544;2015;4;54;5;0;0
8545;2014;7;109;5;1;0
8546;2008;2;19;4;0;0
8547;2003;2;113;5;0;0
8548;2019;9;116;5;2;0
8549;2013;4;91;5;0;0
8550;2022;9;42;5;2;0
8551;2022;7;113;4;1;0
8552;2018;8;99;5;1;1
8553;2021;12;21;5;1;1
8554;1996;1;54;5;0;0
8555;2005;2;113;5;0;0
8556;2022;9;54;5;2;0
8557;2004;2;71;5;0;0
8558;2012;3;95;4;0;0
8559;2017;6;71;5;1;0
8560;2018;6;18;5;1;0
8561;2019;1;126;1;0;0
8562;2019;13;54;2;3;0
8563;2018;7;21;2;1;0
8564;2003;2;37;5;0;0
8565;2013;6;37;5;1;0
8566;2002;3;113;5;0;0
8567;2017;4;54;5;0;0
8568;2021;9;86;5;1;1
8569;2013;3;103;5;0;0
8570;2002;2;54;5;0;0
8571;2002;1;54;5;0;0
8572;2024;27;109;5;8;0
8573;2022;8;113;5;1;0
8574;2009;2;54;5;0;0
8575;2016;11;8;5;2;0
8576;2024;9;38;4;1;0
8577;2018;6;54;4;1;0
8578;2016;9;54;3;1;0
8579;2007;2;123;5;0;1
8580;1997;1;94;4;0;0
8581;2018;7;18;5;1;0
8582;2015;4;113;5;0;0
8583;2021;10;84;5;2;0
8584;2014;3;71;5;0;0
8585;2022;12;16;5;2;0
8586;2014;8;19;5;1;0
8587;2015;2;19;4;0;0
8588;2003;2;54;4;0;0
8589;2020;15;54;2;3;0
8590;2023;22;84;5;6;0
8591;1998;1;54;2;0;0
8592;2006;2;113;3;0;0
8593;2011;4;113;5;0;0
8594;2023;25;19;5;7;0
8595;2015;5;84;4;1;0
8596;2014;5;19;5;1;0
8597;1997;1;116;4;0;0
8598;2022;9;54;5;1;1
8599;2019;9;36;5;1;0
8600;2019;5;113;2;1;0
8601;2019;8;95;2;1;0
8602;2010;3;71;4;0;1
8603;2023;3;126;2;0;0
8604;2009;4;84;4;0;0
8605;2006;4;111;4;0;0
8606;2021;11;16;5;1;1
8607;2022;9;86;5;1;0
8608;2022;3;104;2;0;0
8609;2024;11;19;5;1;1
8610;2011;2;99;5;0;0
8611;2018;6;113;5;1;0
8612;2009;3;71;5;0;0
8613;2021;2;126;1;0;0
8614;2021;8;54;4;1;0
8615;2009;3;54;5;0;0
8616;2020;2;126;1;0;0
8617;2018;5;19;5;0;1
8618;2019;2;50;1;0;0
8619;2021;16;54;3;3;0
8620;2017;11;50;5;1;1
8621;2002;1;113;5;0;0
8622;2010;3;54;5;0;0
8623;1996;1;71;4;0;0
8624;2022;7;71;5;1;1
8625;2022;1;50;2;0;0
8626;2013;6;91;5;1;0
8627;2008;2;21;2;0;0
8628;1999;1;95;5;0;0
8629;2022;8;19;2;1;1
8630;2013;4;91;5;0;0
8631;2023;2;73;2;0;0
8632;2022;14;19;5;3;0
8633;2014;6;95;5;1;0
8634;2019;5;19;4;1;0
8635;2012;2;71;5;0;0
8636;2017;4;16;5;0;0
8637;2023;10;59;5;2;0
8638;2008;2;19;4;0;0
8639;2024;19;41;5;5;0
8640;2003;1;99;5;0;0
8641;2021;8;86;4;1;0
8642;2016;2;126;2;0;1
8643;2022;12;50;2;3;0
8644;2022;3;73;2;0;0
8645;2019;6;91;5;0;1
8646;2024;12;19;5;1;1
8647;2018;0;125;2;0;0
8648;2015;5;42;5;0;1
8649;2021;6;19;4;1;0
8650;2016;3;68;2;0;0
8651;2022;22;109;4;6;0
8652;2012;4;54;5;0;0
8653;2019;9;59;5;1;0
8654;2006;2;36;4;0;0
8655;2010;2;19;5;0;0
8656;2015;14;85;2;3;0
8657;2014;6;91;5;1;0
8658;2006;4;109;7;0;0
8659;2017;8;109;3;1;0
8660;2019;9;84;5;2;0
8661;2013;2;19;2;0;0
8662;2006;3;54;5;0;0
8663;2017;6;81;7;0;1
8664;2019;8;54;5;1;0
8665;2008;3;95;4;0;0
8666;2022;12;59;5;2;0
8667;2010;2;54;5;0;0
8668;2011;2;71;4;0;0
8669;2015;3;54;5;0;0
8670;2017;5;19;7;1;0
8671;2022;13;19;5;1;1
8672;2023;11;86;5;1;1
8673;2023;10;63;7;1;1
8674;2005;2;88;5;0;1
8675;2023;8;19;2;1;0
8676;1998;1;54;2;0;0
8677;2022;1;115;2;0;0
8678;2006;2;95;5;0;0
8679;2020;6;86;5;1;0
8680;2025;20;88;5;5;0
8681;2024;9;36;5;2;0
8682;2008;3;88;4;0;0
8683;2018;4;54;5;0;0
8684;2013;4;91;5;0;0
8685;2008;2;113;5;0;0
8686;2018;3;19;2;0;0
8687;2017;4;54;5;0;0
8688;2019;6;19;5;1;0
8689;2020;13;88;5;3;0
8690;2022;8;113;4;1;0
8691;2022;12;59;5;2;0
8692;2019;6;71;5;1;0
8693;2023;10;19;5;2;0
8694;2013;4;54;5;0;0
8695;1995;1;113;5;0;0
8696;2017;9;84;4;2;0
8697;2014;3;19;5;0;0
8698;2019;11;123;5;2;0
8699;2018;4;38;5;0;0
8700;2022;2;98;2;0;0
8701;2014;3;54;5;0;0
8702;2020;6;86;4;1;0
8703;2021;1;46;1;0;0
8704;2018;5;59;5;1;0
8705;2018;16;62;5;2;1
8706;2018;7;81;8;1;0
8707;2015;5;18;5;1;0
8708;2013;5;54;3;1;0
8709;2021;10;54;5;1;1
8710;2005;3;84;4;0;0
8711;2014;2;19;2;0;0
8712;2024;12;116;5;2;0
8713;2021;9;113;5;2;0
8714;2021;7;86;5;1;0
8715;2017;8;50;5;1;0
8716;2012;1;43;5;0;0
8717;2023;24;91;5;7;0
8718;2017;5;71;4;1;0
8719;2018;9;109;5;1;1
8720;2005;3;84;5;0;0
8721;2023;8;38;5;1;0
8722;2019;6;99;5;1;0
8723;2017;4;19;5;0;0
8724;2023;15;42;4;2;1
8725;2013;7;84;5;1;0
8726;1981;0;27;2;0;0
8727;2016;4;54;4;0;1
8728;2011;1;113;5;0;0
8729;2022;2;50;2;0;0
8730;1992;1;113;3;0;0
8731;2013;6;91;4;1;0
8732;2023;15;54;5;3;0
8733;2000;1;113;5;0;0
8734;2013;6;95;5;1;0
8735;2019;12;54;2;2;0
8736;1993;1;91;4;0;0
8737;1996;1;113;5;0;0
8738;2018;4;16;5;0;0
8739;2023;9;19;5;2;0
8740;2020;11;54;5;2;0
8741;2016;6;116;5;1;0
8742;2012;5;54;7;1;0
8743;2023;11;86;5;2;0
8744;2024;13;97;5;1;1
8745;2012;2;19;5;0;0
8746;2024;12;19;5;2;0
8747;2018;6;71;5;1;0
8748;2008;4;19;5;0;1
8749;2012;2;19;2;0;0
8750;2013;2;19;4;0;0
8751;2022;8;54;5;1;0
8752;2021;16;54;4;4;0
8753;2019;14;37;4;3;0
8754;2023;11;49;5;2;0
8755;2021;14;88;5;2;1
8756;2023;9;59;5;1;1
8757;2007;2;116;5;0;0
8758;2020;14;19;4;3;0
8759;2018;5;19;4;1;0
8760;2020;14;54;2;3;0
8761;2016;6;113;5;0;1
8762;2023;11;59;4;1;1
8763;2013;3;113;5;0;0
8764;2014;4;113;4;0;0
8765;2007;3;113;5;0;0
8766;2014;3;54;5;0;0
8767;2010;18;85;5;4;0
8768;2022;13;59;2;3;0
8769;2017;4;42;5;0;0
8770;2022;8;19;4;1;1
8771;1996;1;94;5;0;0
8772;2023;3;113;1;0;0
8773;2019;14;62;5;1;1
8774;2022;13;19;5;1;1
8775;2013;5;109;5;1;0
8776;2015;3;19;3;0;0
8777;2022;10;86;5;2;0
8778;2014;4;42;5;0;1
8779;2018;8;116;5;1;0
8780;2013;2;59;5;0;0
8781;2021;6;19;2;1;0
8782;2021;9;18;5;1;0
8783;2014;5;24;5;1;0
8784;2011;5;88;5;1;0
8785;2020;8;18;5;1;1
8786;2022;7;67;5;1;0
8787;2023;9;86;5;1;0
8788;1990;0;50;5;0;0
8789;2008;3;113;5;0;0
8790;2023;11;49;5;1;1
8791;2014;3;54;5;0;0
8792;2022;13;54;5;1;1
8793;2024;14;54;5;1;1
8794;2018;3;30;4;0;0
8795;2022;8;86;5;1;0
8796;2000;1;54;5;0;0
8797;2015;5;11;5;1;0
8798;2023;12;86;5;1;1
8799;2011;1;50;1;0;0
8800;2018;6;19;5;1;0
8801;2018;7;37;5;0;1
8802;2022;22;88;5;6;0
8803;2005;2;103;5;0;1
8804;2007;2;37;5;0;0
8805;2023;11;11;5;2;0
8806;2006;3;19;5;0;0
8807;2013;3;103;5;0;0
8808;2022;17;54;5;2;1
8809;2025;11;30;2;2;0
8810;2022;7;54;5;1;0
8811;2021;31;54;3;10;0
8812;2024;9;86;5;2;0
8813;2022;15;42;4;3;0
8814;2006;4;50;4;0;0
8815;2014;3;113;5;0;0
8816;2020;23;62;5;6;0
8817;2021;11;65;5;2;0
8818;2018;5;59;5;1;0
8819;2022;7;113;5;1;0
8820;2014;2;19;2;0;0
8821;2019;8;49;5;1;1
8822;2011;2;19;5;0;0
8823;2017;8;54;3;1;0
8824;2005;3;71;4;0;0
8825;2022;7;19;5;0;1
8826;2013;3;71;5;0;0
8827;2005;2;54;3;0;0
8828;2022;10;36;5;2;0
8829;2012;5;54;5;1;0
8830;2013;2;19;4;0;0
8831;2018;7;83;4;1;0
8832;2016;9;54;5;2;0
8833;2020;6;19;5;0;1
8834;2018;5;42;5;1;0
8835;2014;4;99;4;0;0
8836;2018;7;21;2;0;1
8837;2022;10;49;4;2;0
8838;2007;2;113;5;0;0
8839;2017;5;91;5;1;0
8840;2021;7;123;5;1;1
8841;2021;7;16;4;1;0
8842;2022;7;86;5;1;0
8843;2020;19;37;5;2;1
8844;2013;3;21;2;0;0
8845;2019;0;34;1;0;0
8846;2021;11;19;4;1;1
8847;2014;2;19;2;0;0
8848;2021;7;19;5;1;0
8849;2016;4;32;5;0;0
8850;2009;1;126;1;0;0
8851;2014;7;54;3;1;0
8852;2022;18;54;5;4;0
8853;2013;2;18;4;0;0
8854;2022;10;19;5;2;0
8855;2015;2;113;5;0;0
8856;2019;3;113;5;0;0
8857;2013;5;54;5;1;0
8858;2014;3;11;5;0;0
8859;2022;8;59;5;1;0
8860;2022;6;30;2;1;0
8861;2016;5;94;5;1;0
8862;2012;2;19;4;0;0
8863;2023;14;39;5;3;0
8864;2020;1;113;1;0;0
8865;2022;6;38;5;1;0
8866;2022;14;54;6;1;1
8867;2024;15;64;5;2;1
8868;2018;6;95;5;1;0
8869;2020;4;19;5;0;1
8870;2013;2;19;5;0;0
8871;2019;20;116;5;0;0
8872;2019;2;126;1;0;0
8873;2015;4;94;5;0;0
8874;2020;3;113;5;0;1
8875;2021;9;86;5;1;0
8876;2020;19;37;5;5;0
8877;2014;3;113;5;0;0
8878;1999;2;88;5;0;0
8879;2011;3;116;5;0;0
8880;2024;26;37;5;7;0
8881;2018;1;129;2;0;0
8882;2015;6;54;5;1;0
8883;2016;4;59;4;0;0
8884;2014;5;24;5;1;0
8885;1998;1;113;5;0;0
8886;2024;8;38;4;1;0
8887;2017;6;81;4;1;0
8888;2019;5;16;5;0;1
8889;2022;6;30;5;0;1
8890;2016;3;126;2;0;0
8891;2012;8;3;5;1;1
8892;2021;6;86;4;1;0
8893;2012;6;111;4;1;0
8894;2022;13;63;5;1;1
8895;2023;14;86;5;3;0
8896;2011;2;54;3;0;0
8897;2022;8;123;5;1;1
8898;2021;7;86;5;1;0
8899;2023;11;19;5;2;0
8900;2014;8;95;3;1;1
8901;2013;4;95;4;0;1
8902;2020;14;85;3;1;1
8903;2011;2;88;2;0;0
8904;2022;9;42;5;2;0
8905;2019;6;99;5;1;0
8906;2017;4;54;5;0;0
8907;2013;3;21;5;0;0
8908;2018;1;69;2;0;0
8909;2017;4;54;5;0;0
8910;2023;9;38;2;1;0
8911;2013;3;81;7;0;0
8912;2021;2;126;2;0;0
8913;2007;4;54;2;0;0
8914;2024;13;86;5;3;0
8915;2015;6;54;5;0;1
8916;2022;14;59;4;3;0
8917;2005;3;54;5;0;0
8918;2023;13;83;2;3;0
8919;2020;8;59;5;1;0
8920;2007;3;91;4;0;0
8921;2018;5;36;5;1;0
8922;2010;4;91;5;0;0
8923;2023;2;126;1;0;0
8924;2013;2;19;2;0;0
8925;2023;1;115;1;0;0
8926;2008;3;54;5;0;0
8927;2022;8;71;4;1;0
8928;2017;9;81;5;1;0
8929;2019;5;113;2;1;0
8930;2020;4;113;5;0;0
8931;2015;5;95;2;1;0
8932;2019;5;42;5;1;0
8933;2015;3;19;5;0;0
8934;2008;2;54;5;0;0
8935;2015;6;54;4;1;0
8936;2003;2;37;5;0;0
8937;2009;4;31;4;0;0
8938;2004;1;113;5;0;0
8939;2018;9;62;5;1;0
8940;2013;2;41;4;0;0
8941;2019;9;21;4;1;0
8942;2006;2;37;5;0;0
8943;2007;3;123;5;0;1
8944;2018;1;50;2;0;0
8945;2018;9;71;2;2;0
8946;2023;8;19;2;1;0
8947;2015;5;113;5;1;0
8948;2024;15;63;7;2;1
8949;1998;1;54;4;0;0
8950;2022;7;86;5;1;0
8951;2007;5;102;4;1;0
8952;2013;2;59;5;0;0
8953;2022;8;38;2;1;0
8954;2023;8;19;5;1;0
8955;2021;18;85;1;4;0
8956;2014;2;18;5;0;0
8957;2014;8;116;1;1;0
8958;2019;7;37;5;1;0
8959;2013;3;91;5;0;0
8960;2014;2;113;4;0;0
8961;2021;9;86;4;2;0
8962;2023;8;116;5;1;1
8963;2015;4;54;5;0;0
8964;2021;6;19;5;0;1
8965;2012;3;84;4;0;0
8966;2023;8;19;2;1;0
8967;2016;7;19;6;1;0
8968;2011;5;109;5;1;0
8969;2021;7;16;5;1;0
8970;2020;13;88;5;3;0
8971;2003;1;54;4;0;0
8972;1998;1;54;5;0;0
8973;2022;15;21;2;2;1
8974;2011;2;59;5;0;0
8975;2024;9;59;4;2;0
8976;2021;6;19;2;1;0
8977;2013;5;54;5;1;0
