;Ano_de_Fabricacion;Tasacion_millones;Marca_encoded;Numero_asientos;Monto_Total_miles;Numero_Cuota_Permiso
2400;2013;3;32;5;0;0
2401;2012;4;116;4;0;0
2402;2024;19;54;5;5;0
2403;2019;6;19;5;1;0
2404;1997;1;88;5;0;0
2405;2019;6;71;5;1;0
2406;2020;8;59;5;1;1
2407;2019;14;54;5;3;0
2408;2019;6;16;4;1;0
2409;2019;5;54;5;1;0
2410;2005;2;99;4;0;0
2411;2018;12;91;4;2;0
2412;2014;6;54;3;1;0
2413;2012;5;91;5;1;0
2414;2019;8;71;5;1;0
2415;2015;4;91;5;0;1
2416;2015;4;54;5;0;0
2417;2007;1;19;4;0;0
2418;2019;7;16;5;1;0
2419;2017;10;54;5;2;0
2420;2009;2;19;4;0;0
2421;2017;5;36;2;1;0
2422;2024;15;94;4;3;0
2423;2024;10;86;5;2;0
2424;2017;3;19;4;0;0
2425;2018;5;16;7;1;0
2426;2015;6;116;5;1;0
2427;2012;3;81;8;0;0
2428;2023;10;30;5;1;1
2429;2022;7;19;7;1;0
2430;2006;2;95;5;0;0
2431;2000;1;116;4;0;0
2432;2009;7;116;4;1;0
2433;2019;7;54;5;1;0
2434;2008;3;95;5;0;0
2435;2017;5;36;2;1;0
2436;2024;12;86;4;2;0
2437;2020;14;71;5;3;0
2438;2011;4;54;2;0;0
2439;2016;3;19;4;0;0
2440;2016;5;32;5;1;0
2441;2017;6;113;4;1;0
2442;2021;7;86;5;1;0
2443;2014;12;37;5;1;1
2444;2019;10;54;5;2;0
2445;2020;4;126;1;0;0
2446;2007;3;37;4;0;0
2447;2022;9;99;5;2;0
2448;2014;2;36;2;0;0
2449;2022;9;86;4;1;1
2450;2013;3;54;4;0;0
2451;2023;8;19;5;1;0
2452;2021;9;74;2;1;0
2453;2006;3;85;2;0;0
2454;1991;0;123;2;0;0
2455;2014;3;54;5;0;0
2456;2020;15;54;2;3;0
2457;2014;2;79;5;0;0
2458;2007;2;113;5;0;0
2459;2012;3;19;4;0;0
2460;2002;1;116;5;0;0
2461;1999;1;71;5;0;1
2462;2008;2;113;2;0;0
2463;2019;5;38;5;1;0
2464;2015;3;30;4;0;0
2465;2022;9;28;7;2;0
2466;2020;2;6;1;0;0
2467;2012;2;19;5;0;0
2468;2022;20;19;5;5;0
2469;2022;3;15;2;0;0
2470;2016;4;75;5;0;0
2471;2013;5;21;4;1;0
2472;2019;10;109;5;2;0
2473;2018;10;54;2;1;1
2474;2022;11;95;2;2;0
2475;2008;2;54;4;0;0
2476;2022;2;130;1;0;0
2477;2014;5;37;5;1;0
2478;2022;10;86;5;2;0
2479;2013;6;94;5;1;0
2480;2018;5;79;4;1;0
2481;2021;9;86;5;1;0
2482;2022;12;59;5;2;0
2483;2010;5;116;5;1;0
2484;2022;20;95;5;5;0
2485;2023;8;19;2;1;0
2486;2019;18;37;4;4;0
2487;2015;8;19;4;1;0
2488;2012;3;84;4;0;0
2489;2015;4;54;5;0;0
2490;2022;10;19;5;2;0
2491;2022;3;126;1;0;0
2492;2014;3;54;5;0;0
2493;2024;9;38;5;1;1
2494;2017;3;54;5;0;0
2495;2017;6;54;5;1;0
2496;2010;4;91;4;0;0
2497;2024;14;41;5;2;1
2498;2013;3;81;4;0;0
2499;2021;13;88;5;1;1
2500;2019;11;91;5;1;1
2501;2018;15;37;5;3;0
2502;2022;1;90;1;0;0
2503;2017;10;85;5;2;0
2504;2024;19;83;5;5;0
2505;2016;6;113;3;1;0
2506;2012;5;91;5;1;0
2507;2024;16;63;7;2;1
2508;2005;2;103;5;0;0
2509;2023;10;113;5;2;0
2510;2021;14;84;5;1;1
2511;2018;6;71;5;1;0
2512;2017;4;113;5;0;0
2513;2016;4;59;4;0;0
2514;2014;7;19;7;1;0
2515;2013;4;54;5;0;0
2516;2017;4;71;5;0;0
2517;2021;10;30;5;1;1
2518;2021;4;115;1;0;0
2519;2019;5;32;5;0;0
2520;2008;2;113;3;0;0
2521;2016;7;109;4;1;0
2522;2023;13;59;4;3;0
2523;2023;11;86;5;2;0
2524;2021;13;19;5;1;1
2525;2020;8;37;5;1;1
2526;2015;4;54;4;0;0
2527;2013;4;88;4;0;0
2528;2013;2;19;4;0;0
2529;2014;3;16;5;0;0
2530;1993;1;37;2;0;0
2531;2006;2;113;5;0;0
2532;2015;10;54;5;1;1
2533;2016;9;91;5;1;0
2534;2017;3;54;5;0;1
2535;2015;8;54;5;1;0
2536;2009;4;54;4;0;0
2537;2023;10;113;5;2;0
2538;2007;3;54;5;0;0
2539;2013;5;19;7;1;0
2540;2008;2;19;5;0;0
2541;2022;7;74;5;1;0
2542;2015;7;81;8;1;0
2543;2013;4;54;5;0;0
2544;2015;4;54;4;0;0
2545;2016;6;116;5;1;0
2546;2018;12;116;5;1;1
2547;2019;14;116;5;3;0
2548;2014;5;54;5;1;0
2549;2023;11;86;5;1;1
2550;2017;4;54;5;0;0
2551;2007;3;84;5;0;0
2552;2023;9;86;5;1;0
2553;2008;4;116;4;0;0
2554;2021;9;86;4;1;1
2555;2023;11;19;5;2;0
2556;2000;2;71;9;0;0
2557;2017;6;85;4;1;0
2558;2018;14;8;4;3;0
2559;2021;16;54;3;3;0
2560;2022;11;132;5;2;0
2561;2019;6;32;5;1;0
2562;2021;10;106;5;2;0
2563;2012;5;31;4;1;0
2564;2008;3;71;5;0;0
2565;2016;3;19;3;0;0
2566;2013;2;43;4;0;0
2567;2019;14;19;4;1;1
2568;2014;5;95;5;1;0
2569;2012;2;54;4;0;0
2570;2017;6;54;3;0;1
2571;2011;3;91;5;0;0
2572;2019;6;5;4;1;0
2573;2006;2;91;5;0;0
2574;2012;2;19;3;0;1
2575;2016;4;38;2;0;0
2576;2023;15;59;8;3;0
2577;1999;2;116;4;0;0
2578;2024;13;16;4;3;0
2579;2022;13;59;7;1;1
2580;2003;2;71;7;0;0
2581;2012;5;124;5;1;0
2582;2013;3;113;3;0;0
2583;2012;3;103;5;0;0
2584;2022;11;16;5;1;1
2585;2023;14;83;5;2;1
2586;2008;2;54;5;0;0
2587;2018;5;32;5;1;0
2588;2019;11;71;5;1;1
2589;2002;1;21;2;0;0
2590;2014;5;84;5;1;0
2591;2013;4;54;4;0;0
2592;2014;7;81;5;1;0
2593;2005;2;19;5;0;1
2594;2016;6;54;5;1;0
2595;2025;3;14;2;0;0
2596;2024;7;67;5;1;0
2597;2020;13;88;5;3;0
2598;2019;6;113;4;1;0
2599;2017;12;50;5;2;0
2600;2024;13;30;7;1;1
2601;2012;2;19;5;0;0
2602;2022;8;16;7;1;0
2603;2014;3;19;5;0;0
2604;2005;2;37;5;0;0
2605;2016;8;84;5;1;0
2606;2022;7;19;5;0;1
2607;2024;13;133;5;3;0
2608;2017;4;113;5;0;0
2609;2022;9;11;2;1;0
2610;2018;3;113;5;0;0
2611;2000;1;54;5;0;0
2612;2012;2;91;5;0;0
2613;2014;5;42;4;0;0
2614;2019;5;38;2;1;0
2615;2023;10;19;5;1;1
2616;2014;2;41;5;0;0
2617;2003;3;37;4;0;0
2618;2009;2;1;2;0;0
2619;2007;2;71;5;0;0
2620;2021;6;19;2;1;0
2621;2016;5;54;5;1;0
2622;2019;11;113;4;1;1
2623;2017;5;113;2;1;0
2624;2022;16;109;5;3;0
2625;2013;2;113;5;0;0
2626;2016;1;50;1;0;0
2627;2015;2;19;5;0;0
2628;2009;6;116;5;0;1
2629;2017;7;109;5;1;0
2630;2021;13;88;5;3;0
2631;2019;10;91;4;1;1
2632;2013;8;109;4;1;1
2633;2017;5;19;5;1;0
2634;2020;7;54;5;1;0
2635;2009;1;19;4;0;0
2636;2016;5;19;5;1;0
2637;2018;5;18;4;1;0
2638;2015;5;42;5;1;0
2639;2021;8;99;4;1;0
2640;2022;8;19;4;1;0
2641;2014;7;54;5;1;1
2642;2017;7;95;4;1;0
2643;2004;2;71;5;0;0
2644;2017;4;32;3;0;0
2645;2024;16;41;5;3;0
2646;2006;2;48;5;0;0
2647;2013;2;12;4;0;0
2648;2020;9;86;4;1;0
2649;2014;1;98;5;0;0
2650;2018;8;37;4;1;1
2651;2019;6;86;5;1;0
2652;2010;2;116;4;0;0
2653;2012;5;91;5;1;0
2654;2020;6;74;2;1;0
2655;2025;102;85;2;42;0
2656;2020;7;91;5;1;0
2657;2002;2;123;3;0;0
2658;2019;6;88;5;0;1
2659;2021;5;38;5;0;1
2660;2014;3;116;5;0;0
2661;2021;31;54;3;10;0
2662;2013;2;41;5;0;0
2663;2020;10;30;5;2;0
2664;2020;6;32;4;0;1
2665;2018;5;16;5;1;0
2666;2022;6;30;4;1;0
2667;2018;6;113;4;1;0
2668;2025;11;38;5;1;1
2669;2023;11;86;5;2;0
2670;2003;1;23;4;0;0
2671;2019;1;120;2;0;1
2672;2013;4;68;1;0;0
2673;2018;6;19;4;0;1
2674;2011;2;113;5;0;0
2675;2006;2;91;5;0;0
2676;2023;17;116;5;2;1
2677;2022;2;80;2;0;0
2678;2016;4;86;5;0;0
2679;1996;1;94;5;0;0
2680;2015;1;113;2;0;0
2681;2022;6;16;5;1;0
2682;2012;3;103;5;0;0
2683;2005;2;123;4;0;0
2684;2022;2;79;2;0;0
2685;2016;3;19;3;0;0
2686;2019;6;18;5;0;1
2687;2021;6;54;5;1;0
2688;2006;3;21;5;0;0
2689;2015;5;54;4;1;0
2690;2019;12;109;5;1;1
2691;1997;1;54;12;0;0
2692;2011;5;113;5;1;0
2693;2013;9;84;5;1;0
2694;2013;3;91;5;0;0
2695;2023;11;30;7;1;1
2696;2017;5;54;5;0;1
2697;2019;7;54;5;1;0
2698;2017;6;59;4;1;0
2699;2021;9;32;4;1;1
2700;2018;6;113;4;1;0
2701;2022;8;32;5;1;0
2702;2018;4;19;5;0;1
2703;2014;8;88;5;1;0
2704;2021;11;42;5;2;0
2705;2020;9;71;5;1;0
2706;2022;13;19;4;1;1
2707;2023;34;19;5;11;0
2708;2019;6;54;5;1;0
2709;2009;3;71;5;0;0
2710;2012;2;19;4;0;0
2711;2018;5;54;5;1;0
2712;2024;9;16;5;1;1
2713;2022;8;16;7;1;0
2714;2024;12;19;5;3;0
2715;2018;9;95;5;1;1
2716;2016;7;84;5;1;0
2717;1996;1;54;4;0;0
2718;1993;0;113;4;0;0
2719;2019;6;54;5;1;0
2720;2015;4;42;5;0;0
2721;2017;4;86;5;0;0
2722;2011;3;91;5;0;0
2723;2020;8;81;5;1;0
2724;2020;6;86;5;1;0
2725;2004;2;84;5;0;0
2726;2006;1;71;5;0;0
2727;2014;4;91;4;0;0
2728;2023;13;65;3;1;1
2729;2020;7;91;5;1;1
2730;2021;2;73;1;0;1
2731;2020;7;16;5;1;0
2732;2001;1;84;5;0;0
2733;2024;11;54;5;2;0
2734;2023;16;32;5;4;0
2735;1997;1;23;5;0;0
2736;2024;8;86;5;1;0
2737;2010;3;109;5;0;0
2738;2016;3;19;5;0;0
2739;2024;9;86;5;1;0
2740;2014;4;21;4;0;0
2741;2016;3;19;3;0;0
2742;2016;13;91;5;3;0
2743;2018;5;116;4;1;0
2744;2019;3;5;2;0;0
2745;1994;1;116;5;0;0
2746;2022;8;16;5;1;0
2747;2018;8;19;5;1;0
2748;2005;2;19;5;0;0
2749;2009;3;54;4;0;0
2750;2010;3;21;2;0;0
2751;2007;3;99;4;0;0
2752;2009;3;116;5;0;0
2753;2023;12;16;5;2;0
2754;2014;3;42;5;0;0
2755;2011;3;81;5;0;0
2756;2014;2;19;2;0;0
2757;2022;11;91;5;2;0
2758;2022;39;37;5;13;0
2759;2018;5;19;4;1;0
2760;2009;2;131;5;0;0
2761;2009;3;54;3;0;0
2762;2016;5;54;3;1;0
2763;2017;5;91;5;0;1
2764;2004;2;116;5;0;0
2765;2005;2;54;5;0;0
2766;2012;9;111;4;2;0
2767;2022;11;42;5;2;0
2768;2015;8;91;5;1;0
2769;2016;7;54;5;1;0
2770;2024;13;54;5;3;0
2771;2016;8;54;1;1;0
2772;2022;2;126;2;0;0
2773;2020;10;109;5;2;0
2774;2009;3;113;5;0;0
2775;2022;11;16;5;2;0
2776;2017;6;42;5;1;0
2777;2015;4;54;5;0;0
2778;2022;13;54;5;3;0
2779;2021;6;59;5;1;0
2780;2017;6;54;5;1;0
2781;2020;25;85;3;7;0
2782;2024;14;41;5;2;1
2783;2019;6;59;5;1;0
2784;2024;16;30;7;4;0
2785;2022;8;38;2;1;0
2786;2013;4;48;2;0;0
2787;2022;20;19;5;3;1
2788;1983;0;99;4;0;0
2789;2011;2;113;4;0;0
2790;2021;8;54;5;1;0
2791;2022;1;126;1;0;0
2792;2021;9;39;5;1;0
2793;2016;3;54;5;0;0
2794;2022;2;126;2;0;0
2795;2008;1;113;5;0;0
2796;2012;2;19;2;0;0
2797;2012;2;19;4;0;0
2798;2022;16;59;5;3;0
2799;2019;6;123;5;1;0
2800;2019;11;54;5;2;0
2801;2016;4;18;5;0;0
2802;2001;2;111;5;0;0
2803;2019;6;54;4;1;0
2804;2022;9;86;5;2;0
2805;2022;7;113;5;1;0
2806;2024;16;65;5;3;0
2807;2012;5;109;5;1;0
2808;2015;3;11;5;0;0
2809;2013;4;42;5;0;0
2810;2017;11;88;7;2;0
2811;2024;10;86;5;2;0
2812;2018;5;19;5;0;1
2813;2020;8;19;5;1;0
2814;2021;14;91;5;2;1
2815;2021;7;86;4;1;0
2816;2022;9;19;5;1;1
2817;2021;7;86;5;0;1
2818;2017;5;71;5;0;0
2819;2001;1;113;3;0;0
2820;2017;4;71;5;0;0
2821;2018;8;54;4;1;0
2822;2014;5;91;5;0;1
2823;2020;1;113;2;0;0
2824;2021;6;19;2;1;0
2825;2012;4;71;5;0;0
2826;2014;3;131;4;0;0
2827;2021;9;86;4;2;0
2828;2021;8;86;5;1;0
2829;2019;10;81;5;1;1
2830;2020;7;71;5;1;1
2831;2005;3;50;5;0;0
2832;2003;2;113;5;0;0
2833;2023;1;119;2;0;0
2834;2012;3;54;4;0;0
2835;2017;6;71;5;1;0
2836;2019;11;91;5;1;1
2837;2018;4;16;7;0;0
2838;2019;8;95;5;1;0
2839;2017;7;109;5;1;1
2840;2016;3;19;3;0;0
2841;2018;5;54;5;1;0
2842;2021;8;59;5;1;0
2843;2016;3;19;5;0;0
2844;2022;9;54;5;2;0
2845;2010;3;91;3;0;0
2846;2014;6;54;5;1;0
2847;2014;5;95;2;1;0
2848;2018;5;86;5;1;0
2849;2018;6;99;5;1;0
2850;2012;5;54;7;1;0
2851;2022;8;38;2;1;0
2852;2018;6;54;5;1;0
2853;2004;2;54;4;0;0
2854;2018;6;16;7;1;0
2855;2024;12;19;5;1;1
2856;2020;9;95;4;2;0
2857;2017;13;54;5;1;1
2858;2013;6;88;5;1;0
2859;2021;6;74;2;1;0
2860;2012;3;103;5;0;0
2861;2017;5;19;4;1;0
2862;2008;3;54;5;0;1
2863;2022;18;54;5;4;0
2864;2014;5;37;5;1;0
2865;2012;3;71;5;0;0
2866;2022;10;19;5;2;0
2867;2023;10;59;5;1;1
2868;2014;2;113;5;0;0
2869;2010;4;37;4;0;0
2870;2000;1;19;4;0;0
2871;2021;7;86;4;1;0
2872;2012;4;19;5;0;0
2873;2019;7;59;5;1;0
2874;2023;1;45;1;0;0
2875;2021;6;38;5;1;0
2876;2014;7;71;5;1;0
2877;2013;4;54;5;0;0
2878;1997;1;94;5;0;0
2879;2014;3;91;5;0;0
2880;2012;3;37;4;0;0
2881;2012;2;54;4;0;0
2882;2011;2;113;4;0;0
2883;2015;3;54;4;0;0
2884;2011;4;91;5;0;0
2885;2009;3;88;5;0;0
2886;2008;1;113;3;0;0
2887;2017;6;84;5;1;0
2888;2013;2;19;5;0;0
2889;2025;11;114;7;1;1
2890;2022;9;18;4;1;1
2891;2021;8;113;2;1;1
2892;2017;4;123;5;0;0
2893;2014;3;113;5;0;0
2894;2006;1;19;5;0;0
2895;2016;8;54;1;1;0
2896;1991;1;37;5;0;0
2897;2024;3;126;1;0;0
2898;1998;1;95;5;0;0
2899;2015;5;37;5;1;0
2900;2001;1;71;4;0;0
2901;2019;8;113;4;1;0
2902;2016;5;19;5;0;1
2903;2020;3;126;2;0;0
2904;2023;13;65;5;3;0
2905;2022;13;59;2;3;0
2906;2018;3;35;2;0;0
2907;2001;2;37;4;0;0
2908;2014;2;59;5;0;0
2909;2008;3;54;4;0;0
2910;2023;7;30;5;1;0
2911;2024;9;19;2;2;0
2912;2020;6;59;5;1;0
2913;2006;2;91;5;0;0
2914;2010;2;54;5;0;0
2915;2011;5;109;5;1;0
2916;2019;6;32;3;0;1
2917;2017;7;123;5;1;0
2918;2002;2;54;5;0;1
2919;2023;11;86;5;2;0
2920;2019;5;38;3;0;1
2921;2022;3;22;1;0;0
2922;2017;14;37;5;3;0
2923;2013;6;88;5;1;0
2924;2011;2;59;5;0;0
2925;2012;2;19;5;0;1
2926;2022;9;86;5;1;0
2927;2024;16;54;4;4;0
2928;2020;7;54;5;0;1
2929;2017;10;95;2;1;1
2930;2015;7;109;5;0;1
2931;2021;0;90;2;0;0
2932;2019;6;56;2;1;0
2933;2015;5;54;4;0;1
2934;2018;1;126;4;0;0
2935;2012;2;113;4;0;0
2936;2023;7;113;5;0;1
2937;2007;3;54;4;0;0
2938;2017;4;113;4;0;0
2939;2014;3;54;5;0;0
2940;2008;3;54;5;0;0
2941;2015;5;19;4;1;0
2942;2022;11;18;5;1;1
2943;2021;4;126;2;0;0
2944;2018;9;54;5;1;0
2945;2022;10;86;5;2;0
2946;2021;13;116;5;3;0
2947;2016;1;7;2;0;0
2948;2020;2;126;2;0;0
2949;2021;8;18;5;1;0
2950;2008;2;19;5;0;0
2951;2021;10;19;5;2;0
2952;2020;7;86;5;1;0
2953;2023;7;16;5;1;0
2954;2024;23;5;5;3;1
2955;2014;4;21;4;0;0
2956;2024;1;50;1;0;0
2957;2008;3;54;5;0;0
2958;2002;1;23;5;0;1
2959;2016;3;32;4;0;0
2960;2014;3;29;5;0;0
2961;2022;16;54;3;4;0
2962;2011;4;84;5;0;0
2963;2022;1;50;1;0;0
2964;2022;9;86;5;2;0
2965;2007;2;91;4;0;0
2966;2023;1;126;2;0;0
2967;2012;4;54;5;0;0
2968;2018;7;19;5;1;0
2969;2021;10;5;5;1;1
2970;2017;4;54;5;0;0
2971;2017;7;37;5;1;0
2972;2007;2;116;5;0;0
2973;2007;3;116;5;0;0
2974;2018;5;88;5;0;1
2975;2011;7;111;7;1;1
2976;2021;8;19;5;1;0
2977;2017;6;19;5;1;0
2978;2013;6;54;5;1;0
2979;2014;5;81;4;1;0
2980;2015;5;54;5;0;0
2981;2022;13;113;4;3;0
2982;2018;14;54;2;2;1
2983;2010;3;54;5;0;0
2984;2010;2;123;5;0;0
2985;2013;4;91;4;0;0
2986;2021;1;113;2;0;0
2987;2007;1;19;5;0;0
2988;2020;2;7;1;0;0
2989;2014;3;54;4;0;0
2990;2020;12;49;5;2;0
2991;2014;1;79;1;0;0
2992;2022;9;54;5;1;0
2993;2021;8;16;7;1;0
2994;2010;3;88;2;0;0
2995;2022;15;19;5;3;0
2996;2022;13;83;4;3;0
2997;2018;4;30;5;0;0
2998;2016;9;54;2;1;0
2999;2022;26;85;2;8;0
3000;2017;3;32;5;0;0
3001;2022;7;113;5;1;0
3002;2016;4;91;5;0;0
3003;2020;12;91;5;2;0
3004;2018;7;113;5;0;1
3005;2013;9;84;5;1;0
3006;2019;5;59;5;1;0
3007;2024;1;77;1;0;0
3008;2022;9;30;5;2;0
3009;2016;5;54;5;1;0
3010;2005;2;91;5;0;0
3011;2022;6;30;2;1;0
3012;2012;3;71;5;0;0
3013;2021;12;116;5;2;0
3014;2008;1;113;5;0;0
3015;2022;15;49;4;3;0
3016;2017;4;16;5;0;0
3017;2024;10;113;4;1;1
3018;2025;16;38;2;3;0
3019;2018;9;111;4;2;0
3020;1976;0;123;5;0;0
3021;2012;2;54;5;0;0
3022;2013;3;84;4;0;0
3023;2007;1;19;5;0;0
3024;2014;3;127;5;0;0
3025;2024;11;59;4;2;0
3026;2017;4;54;5;0;0
3027;2011;5;116;4;1;0
3028;2024;12;19;5;3;0
3029;2009;5;50;5;1;0
3030;2023;16;19;7;3;0
3031;2014;3;19;4;0;0
3032;2018;4;42;5;0;0
3033;2012;2;19;5;0;0
3034;2021;6;19;2;1;0
3035;2019;7;21;5;1;1
3036;2021;16;54;3;3;0
3037;2020;5;19;5;1;0
3038;2024;9;86;5;1;1
3039;2023;11;86;5;2;0
3040;2007;2;36;4;0;0
3041;2013;3;116;5;0;0
3042;2008;2;54;5;0;0
3043;2022;1;45;2;0;0
3044;2021;10;86;5;2;0
3045;2024;9;30;5;1;1
3046;2018;4;59;5;0;0
3047;1999;1;116;4;0;0
3048;2012;2;71;5;0;0
3049;2016;12;87;5;2;0
3050;2013;4;91;5;0;0
3051;2018;5;19;5;0;1
3052;2019;4;71;4;0;0
3053;2014;6;109;3;1;0
3054;2012;5;116;3;1;0
3055;2018;7;95;3;1;0
3056;1997;1;91;5;0;0
3057;2007;2;113;5;0;0
3058;2024;9;19;2;1;1
3059;1997;1;19;4;0;0
3060;2024;8;16;5;1;0
3061;2018;8;109;5;1;0
3062;2023;8;86;5;1;1
3063;2004;2;113;3;0;0
3064;2018;6;16;5;1;0
3065;2019;6;59;5;1;0
3066;2015;2;19;5;0;0
3067;2023;9;32;5;1;0
3068;2014;5;95;5;1;0
3069;2019;6;36;5;0;1
3070;2010;3;42;3;0;0
3071;2006;2;113;4;0;0
3072;2022;15;109;5;2;1
3073;2021;1;50;1;0;0
3074;2003;2;116;5;0;0
3075;2013;0;120;1;0;0
3076;2008;2;91;5;0;0
3077;2021;1;6;2;0;1
3078;2016;3;19;4;0;0
3079;2014;3;19;5;0;0
3080;2019;10;21;5;2;0
3081;2014;2;19;2;0;0
3082;1999;1;91;5;0;0
3083;2019;8;116;5;1;0
3084;2014;6;81;5;1;0
3085;2014;7;54;5;1;0
3086;2014;6;91;5;1;0
3087;2019;6;42;5;1;0
3088;2015;3;54;5;0;0
3089;2012;3;42;2;0;0
3090;2014;2;19;2;0;0
3091;2006;2;95;2;0;0
3092;2022;1;90;2;0;0
3093;2015;3;19;4;0;0
3094;2018;6;16;8;1;0
3095;2017;5;54;5;1;0
3096;2019;10;88;5;2;0
3097;2013;7;54;5;0;1
3098;2015;7;91;3;1;0
3099;2023;9;59;4;1;1
3100;2011;2;88;2;0;0
3101;2015;3;19;4;0;0
3102;2021;8;97;5;1;0
3103;2017;5;16;4;1;0
3104;2015;3;99;5;0;0
3105;2001;1;19;5;0;0
3106;2022;7;113;5;1;0
3107;2007;2;113;4;0;0
3108;2015;7;95;5;1;0
3109;2020;8;59;5;1;0
3110;2020;7;16;7;1;0
3111;2024;22;109;7;3;1
3112;2014;2;19;2;0;0
3113;2013;4;81;2;0;0
3114;2016;6;94;5;1;0
3115;2022;11;86;5;2;0
3116;2013;3;91;4;0;0
3117;2011;5;54;5;0;1
3118;2022;24;85;2;7;0
3119;2024;16;39;5;3;0
3120;2020;5;16;5;1;0
3121;2020;5;19;5;1;0
3122;2022;7;32;4;1;0
3123;2008;2;19;5;0;0
3124;2013;5;81;4;1;0
3125;2012;3;91;4;0;0
3126;2023;7;74;4;1;0
3127;2023;10;86;5;2;0
3128;2024;28;8;5;4;1
3129;2010;3;91;5;0;0
3130;2018;7;71;4;1;0
3131;2008;2;19;5;0;0
3132;2015;9;37;5;1;0
3133;2019;6;32;4;1;0
3134;2018;10;95;5;2;0
3135;2024;68;85;2;26;0
3136;2016;4;42;4;0;1
3137;1986;1;85;4;0;0
3138;2021;14;88;5;2;1
3139;2019;7;71;4;1;0
3140;2011;2;19;5;0;0
3141;2013;5;54;2;1;0
3142;2010;3;37;5;0;0
3143;2019;6;19;5;1;0
3144;2005;1;113;5;0;0
3145;2023;16;88;3;4;0
3146;2019;17;85;5;4;0
3147;2009;1;71;5;0;0
3148;2006;2;54;5;0;0
3149;2013;5;54;5;1;0
3150;2016;1;6;2;0;0
3151;2021;1;126;1;0;0
3152;2024;21;16;5;5;0
3153;2022;9;19;5;1;1
3154;2024;12;63;5;2;0
3155;2012;3;81;5;0;0
3156;2014;3;42;5;0;0
3157;2011;2;103;5;0;0
3158;2013;3;19;5;0;0
3159;2023;0;90;1;0;0
3160;2014;6;54;4;1;0
3161;2022;1;45;2;0;0
3162;2022;9;19;4;1;0
3163;2019;3;113;5;0;0
3164;2024;10;86;5;2;0
3165;2006;2;113;5;0;0
3166;2022;7;11;5;1;0
3167;2010;2;19;3;0;0
3168;2018;7;95;3;1;0
3169;2022;7;86;5;1;0
3170;2023;13;127;5;3;0
3171;2013;3;81;8;0;0
3172;2024;19;65;5;5;0
3173;2023;9;54;5;1;0
3174;2023;11;11;5;1;1
3175;2000;1;113;5;0;0
3176;2011;2;19;5;0;0
3177;2022;4;126;2;0;0
3178;2022;15;88;5;3;0
3179;2008;2;19;5;0;0
3180;2016;8;54;5;1;0
3181;2008;3;54;3;0;0
3182;2021;6;19;2;1;0
3183;2023;9;16;5;1;0
3184;2012;3;59;4;0;0
3185;2022;8;86;5;1;0
3186;2014;2;44;2;0;0
3187;2021;9;19;5;1;1
3188;2016;5;54;5;1;0
3189;2014;5;81;5;1;0
3190;1995;1;111;5;0;0
3191;2012;5;54;4;1;0
3192;2019;8;116;5;1;0
3193;2013;2;41;4;0;0
3194;2022;9;86;5;1;1
3195;2022;17;88;4;4;0
3196;2015;7;54;5;1;0
3197;2024;16;65;5;3;0
3198;2010;3;37;4;0;0
3199;2018;4;38;4;0;0
3200;2020;1;22;2;0;0
3201;2017;9;54;5;1;1
3202;2014;5;116;4;0;1
3203;2020;6;74;2;0;1
3204;2015;8;71;2;1;0
3205;2016;5;113;5;1;0
3206;2019;8;116;5;1;0
3207;2022;15;109;5;3;0
3208;2014;3;127;5;0;0
3209;2014;3;36;5;0;0
3210;2012;2;19;4;0;0
3211;2016;9;54;4;1;0
3212;2018;2;50;1;0;0
3213;2022;6;30;5;0;1
3214;2015;3;19;5;0;0
3215;1980;0;113;5;0;0
3216;2015;7;88;5;1;0
3217;2012;2;91;5;0;1
3218;2017;3;30;4;0;0
3219;2017;10;109;5;1;1
3220;2022;10;30;5;2;0
3221;2015;3;113;4;0;0
3222;2009;3;113;5;0;0
3223;2009;1;113;5;0;0
3224;2021;6;19;2;1;0
3225;2022;13;83;5;1;1
3226;2008;1;19;4;0;0
3227;2022;1;126;1;0;0
3228;2018;5;19;5;1;0
3229;2017;6;71;5;1;0
3230;2014;3;54;4;0;0
3231;2015;4;54;5;0;0
3232;1998;1;116;4;0;0
3233;2019;5;38;2;1;0
3234;2023;8;11;2;1;1
3235;2019;6;18;5;1;0
3236;2014;4;94;4;0;0
3237;2014;5;54;5;1;0
3238;2015;9;54;7;2;0
3239;2022;12;16;7;1;1
3240;2006;2;116;5;0;0
3241;2021;9;113;5;1;0
3242;2014;3;54;4;0;0
3243;2011;3;81;5;0;0
3244;2017;5;19;5;0;1
3245;2023;13;54;5;3;0
3246;2011;3;19;5;0;0
3247;2022;12;71;5;1;1
3248;2021;8;59;5;1;0
3249;2025;19;38;5;2;1
3250;2016;9;54;5;1;0
3251;2012;4;91;5;0;0
3252;2017;13;37;1;3;0
3253;2013;2;79;4;0;0
3254;2018;8;116;5;1;0
3255;2019;8;113;4;1;0
3256;2015;6;54;3;1;0
3257;2012;3;21;4;0;0
3258;2018;13;88;4;3;0
3259;2012;2;113;4;0;0
3260;2008;2;116;5;0;0
3261;2000;1;54;5;0;0
3262;2021;9;113;5;1;0
3263;2012;3;19;4;0;0
3264;2020;15;19;5;3;0
3265;2018;11;116;5;2;0
3266;2018;7;86;5;1;0
3267;2023;17;54;3;4;0
3268;2010;4;116;4;0;0
3269;2012;4;95;5;0;0
3270;2020;11;71;5;2;0
